imageId,image_file,question,answer,fullAnswer,blip_response
n88933,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n88933.png,"What type of furniture is this, a cabinet or a sofa?",sofa,This is a sofa.,sofa
n259002,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n259002.png,What do you think is that spectator doing?,looking up,The spectator is looking up.,watching the soccer game
n88933,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n88933.png,What piece of furniture is it?,sofa,The piece of furniture is a sofa.,a bench
n500209,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n500209.png,What is the container made of glass sitting on top of?,shelf,The jar is sitting on top of the shelf.,a book shelf
n433532,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n433532.png,What is the name of the smooth piece of clothing?,robe,The clothing item is a robe.,long sleeved shirt
n429883,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n429883.png,On which side of the photo are the chairs?,right,The chairs are on the right of the image.,right side
n557666,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n557666.png,What color is the shirt the woman wears?,white,The shirt is white.,blue
n140421,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n140421.png,Do the soap bottle and the clock have the same color?,yes,"Yes, both the soap bottle and the clock are white.",no
n500209,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n500209.png,What is sitting on top of the shelf?,jar,The jar is sitting on top of the shelf.,a bowl
n497789,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n497789.png,Does the vehicle behind the zebras look black?,no,"No, the vehicle is white.",no
n23762,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n23762.png,How tall do you think is the person?,tall,The person is tall.,tall
n276011,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n276011.png,The wood floor is what color?,dark brown,The floor is dark brown.,yellow
n238266,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n238266.png,Are the brown cookies on the right of the picture?,yes,"Yes, the cookies are on the right of the image.",no
n246334,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n246334.png,Are there any televisions or curtains in the picture?,no,"No, there are no curtains or televisions.",no
n500308,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n500308.png,What appliance is in front of the wall?,refrigerator,The appliance is a refrigerator.,a refrigerator
n500308,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n500308.png,Is there a refrigerator in front of the wall made of wood?,yes,"Yes, there is a refrigerator in front of the wall.",yes
n513100,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n513100.png,What is the name of the piece of furniture in front of the fence?,chair,The piece of furniture is a chair.,table
n513100,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n513100.png,What's in front of the fence?,chair,The chair is in front of the fence.,a table and chairs
n192021,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n192021.png,How clean are the walls the window is on?,clean,The walls are clean.,they are clean
n513100,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n513100.png,Which kind of furniture is in front of the fence?,chair,The piece of furniture is a chair.,table and chairs
n524855,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n524855.png,What animal is standing against the grass?,cow,The cow is standing against the grass.,cow
n65202,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n65202.png,Who is wearing shorts?,skateboarder,The skateboarder is wearing shorts.,the boy
n280089,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n280089.png,Are the mugs to the right of the plastic utensils?,yes,"Yes, the mugs are to the right of the utensils.",no
n508641,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n508641.png,On which side of the photo is the catcher?,left,The catcher is on the left of the image.,right side
n429961,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n429961.png,What is in the basket?,broccoli,The broccoli is in the basket.,cauliflower
n141939,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n141939.png,What is the sink on?,countertop,The sink is on the counter top.,a wooden table
n260762,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n260762.png,Is the player to the right of the frisbee that looks white?,yes,"Yes, the player is to the right of the frisbee.",no
n346247,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n346247.png,Do you see a fence in front of the tree that is in front of the school?,no,"No, there is a sculpture in front of the tree.",no
n119944,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n119944.png,Do the baskets that are not empty look colorful?,yes,"Yes, the baskets are colorful.",yes
n432591,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n432591.png,Is there any bed or table that is not dark brown?,no,"No, there is a bed but it is dark brown.",no
n433692,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n433692.png,Which kind of device is to the left of the lamp?,laptop,The device is a laptop.,a computer
n98544,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n98544.png,Does the heater next to the toilet look white and large?,no,"No, the heater is white but small.",yes
n119944,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n119944.png,Does the man appear to be sitting?,no,"No, the man is standing.",yes
n466319,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n466319.png,How large is the bike below the sky?,large,The bike is large.,it is small
n276011,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n276011.png,What is located on top of the table?,flowers,The flowers are on top of the table.,flowers
n283587,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n283587.png,Does the side table that is not big look wooden and long?,no,"No, the side table is wooden but short.",yes
n240666,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n240666.png,Does the porcelain sink have round shape?,no,"No, the sink is square.",no
n546884,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n546884.png,What is the lid made of?,plastic,The lid is made of plastic.,plastic
n302358,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n302358.png,Is the person near the grass sitting on a bench?,yes,"Yes, the man is sitting on a bench.",yes
n480253,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n480253.png,What is parked alongside the barn?,ambulance,The ambulance is parked alongside the barn.,a fire truck
n557666,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n557666.png,Which kind of vehicle is metallic?,truck,The vehicle is a truck.,motorcycle
n480253,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n480253.png,Is the ambulance that is to the left of the workers parked alongside the barn?,yes,"Yes, the ambulance is parked alongside the barn.",no
n480253,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n480253.png,What vehicle is parked alongside the barn?,ambulance,The vehicle is an ambulance.,a fire truck
n279173,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n279173.png,Are the flags triangular and red?,no,"No, the flags are triangular but white.",no
n143935,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n143935.png,Does the calf have brown color and large size?,no,"No, the calf is brown but small.",yes
n196058,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n196058.png,What is beneath the zebras the rock sits beside?,grass,The grass is beneath the zebras.,a rhino
n196058,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n196058.png,What is beneath the zebra that is not large?,grass,The grass is beneath the zebra.,a rhino
n507959,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n507959.png,Does the blue bag look small?,yes,"Yes, the purse is small.",no
n570181,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n570181.png,Is the baseball mitt bright?,yes,"Yes, the baseball mitt is bright.",no
n235859,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n235859.png,Who is wearing the watch?,women,The women are wearing a watch.,the man
n235859,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n235859.png,Who is wearing a watch?,women,The women are wearing a watch.,the man
n235859,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n235859.png,Where are the people to the left of the bulb sitting?,restaurant,The women are sitting at the restaurant.,in a restaurant
n554880,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n554880.png,What is the name of the device that the young man near the gift is holding?,cell phone,The device is a cell phone.,snowboard
n77818,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n77818.png,Which kind of device isn't illuminated?,speaker,The device is a speaker.,a tv
n499081,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n499081.png,What is resting on the marble counter?,books,The books are resting on the counter.,a towel
n499081,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n499081.png,Are the books to the left or to the right of the wood cabinet?,left,The books are to the left of the cabinet.,to the right
n489699,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n489699.png,Is the sky above a train?,no,"No, the sky is above a parent.",no
n28572,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n28572.png,Is the mug in front of the cup green and small?,no,"No, the mug is small but white.",no
n493357,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n493357.png,Are there any seals or bunnies in the picture?,no,"No, there are no seals or bunnies.",no
n489699,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n489699.png,Is the sky above an airplane?,no,"No, the sky is above a child.",no
n557666,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n557666.png,What is the large vehicle?,truck,The vehicle is a truck.,motorcycle
n525901,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n525901.png,What is the piece of furniture that is not small called?,shelf,The piece of furniture is a shelf.,desk
n525901,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n525901.png,What kind of furniture isn't small?,shelf,The furniture is a shelf.,desk
n55058,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n55058.png,Do you see any forks?,no,"No, there are no forks.",a burger with fries and a basket
n549922,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n549922.png,Which kind of toy is soft?,stuffed bear,The toy is a stuffed bear.,teddy bear
n403734,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n403734.png,What's the bottle made of?,plastic,The bottle is made of plastic.,plastic
n549922,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n549922.png,What is the colorful toy in the picture?,stuffed bear,The toy is a stuffed bear.,a teddy bear
n59676,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n59676.png,What is on the pan?,pizza,The pizza is on the pan.,a pizza
n250715,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n250715.png,Does the chair look large?,yes,"Yes, the chair is large.",yes
n579256,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n579256.png,Is the container made of plastic light and blue?,no,"No, the container is light but white.",no
n579256,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n579256.png,What tone does the container made of plastic have?,light,The container has light tone.,white
n579256,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n579256.png,"Which side of the picture is the plastic container on, the right or the left?",right,The container is on the right of the image.,right
n541854,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n541854.png,Which kind of fruit is it?,pear,The fruit is a pear.,apple
