imageId,image_file,question,answer,full_answer,strong_model_response,weak_model_response
n181355,/content/drive/MyDrive/mmml_project/gqa_images/n181355.png,What piece of furniture is made of wood?,coffee table,The piece of furniture is a coffee table.,The piece of furniture made of wood in the image is the coffee table.,"table?
Answer: Yes, table.
Answer: Yes, table.
Answer: Yes"
n181355,/content/drive/MyDrive/mmml_project/gqa_images/n181355.png,What piece of furniture is wooden?,coffee table,The piece of furniture is a coffee table.,The piece of furniture that is wooden in the image is the coffee table.,the table? the floor? the couch? the chair? the wall? the wall behind the couch
n181355,/content/drive/MyDrive/mmml_project/gqa_images/n181355.png,How the piece of furniture that is made of wood is called?,coffee table,The piece of furniture is a coffee table.,The piece of furniture made of wood in the image is called a coffee table.,"Answer: Table.
Answer: Coffee table.
Answer: Desk.
Answer:"
n88933,/content/drive/MyDrive/mmml_project/gqa_images/n88933.png,Which kind of furniture is blue?,sofa,The furniture is a sofa.,"The furniture seen in the image appears to be a blue bench or swing seat. It looks like a comfortable outdoor seating option, possibly designed for relaxing or enjoying meals outside.",The bench? The table? The chair? The sofa? The bed? The table? The
n513429,/content/drive/MyDrive/mmml_project/gqa_images/n513429.png,What is that monitor in front of?,poster,The monitor is in front of the poster.,"The monitor in front appears to be part of a workspace setup that includes a laptop, keyboard, and various items like speakers, a bowl of snacks, and drinks. The desk is glass-topped, featuring electronics and personal items.","a computer?

Yes, it is."
n88933,/content/drive/MyDrive/mmml_project/gqa_images/n88933.png,"What type of furniture is this, a cabinet or a sofa?",sofa,This is a sofa.,"The furniture in the image is a sofa, specifically a type of outdoor bench or swing seat designed for sitting.",A bench.
n88933,/content/drive/MyDrive/mmml_project/gqa_images/n88933.png,What piece of furniture is it?,sofa,The piece of furniture is a sofa.,"The piece of furniture shown in the image is a bench, specifically a cushioned outdoor bench or swing seat.","A bench.
The children are sitting on a bench.
The bench is made of wood."
n500209,/content/drive/MyDrive/mmml_project/gqa_images/n500209.png,What is the container made of glass sitting on top of?,shelf,The jar is sitting on top of the shelf.,The glass container is sitting on top of a wooden shelf unit that holds various books and other items.,"a jar? 

Yes. 

The jar is green. 

The jar is filled"
n433532,/content/drive/MyDrive/mmml_project/gqa_images/n433532.png,What is the name of the smooth piece of clothing?,robe,The clothing item is a robe.,The smooth piece of clothing worn in the image appears to be a robe or bathrobe.,towel.
n429883,/content/drive/MyDrive/mmml_project/gqa_images/n429883.png,On which side of the photo are the chairs?,right,The chairs are on the right of the image.,The chairs are on the right side of the photo.,On the right side of the photo.  On the left side of the photo.  On the
n557666,/content/drive/MyDrive/mmml_project/gqa_images/n557666.png,What color is the shirt the woman wears?,white,The shirt is white.,The woman on the left is wearing a striped shirt.,The woman wears a striped shirt.
n500209,/content/drive/MyDrive/mmml_project/gqa_images/n500209.png,What is sitting on top of the shelf?,jar,The jar is sitting on top of the shelf.,"On top of the shelf, there is a jar and several cookbooks. The jar appears to contain coins, and the books are various titles related to cooking.","a jar and a book? 
 
What is the book on the shelf? el slater"
n276011,/content/drive/MyDrive/mmml_project/gqa_images/n276011.png,The wood floor is what color?,dark brown,The floor is dark brown.,The wood floor appears to be a rich brown color.,"Blue.

The walls are what color?

Yellow.

The ceiling"
n246334,/content/drive/MyDrive/mmml_project/gqa_images/n246334.png,Are there any televisions or curtains in the picture?,no,"No, there are no curtains or televisions.","There are no televisions or curtains visible in the picture. The room features two beds, lighting fixtures, and a large window with transparent glass.","No, there are no televisions or curtains in the picture."
n500308,/content/drive/MyDrive/mmml_project/gqa_images/n500308.png,What appliance is in front of the wall?,refrigerator,The appliance is a refrigerator.,"The appliance in front of the wall is a glass refrigerator, commonly used to store beverages. It has glass doors and shelves filled with glasses.","A refrigerator.

A table.

A door.

A cabinet."
n500308,/content/drive/MyDrive/mmml_project/gqa_images/n500308.png,Is there a refrigerator in front of the wall made of wood?,yes,"Yes, there is a refrigerator in front of the wall.","Yes, there is a refrigerator in front of a wall made of wood in the image. The refrigerator appears to contain glassware and is situated in a setting with wooden paneling.","Yes, there is. 9-35 is on the wall. 100%"
n513100,/content/drive/MyDrive/mmml_project/gqa_images/n513100.png,What is the name of the piece of furniture in front of the fence?,chair,The piece of furniture is a chair.,The piece of furniture in front of the fence is a table.,table?  chairs?  or  table and chairs?  or  table and 2
n192021,/content/drive/MyDrive/mmml_project/gqa_images/n192021.png,How clean are the walls the window is on?,clean,The walls are clean.,The walls near the window appear to be clean and free of visible dirt or marks. The overall look suggests a well-maintained living space.,"Very clean.
The window is on a very clean wall.
The window is on a very"
n513100,/content/drive/MyDrive/mmml_project/gqa_images/n513100.png,Which kind of furniture is in front of the fence?,chair,The piece of furniture is a chair.,"In front of the fence, there is a round table and two plastic chairs.","Two white plastic chairs are in front of the fence.

The chairs are plastic and"
n524855,/content/drive/MyDrive/mmml_project/gqa_images/n524855.png,What animal is standing against the grass?,cow,The cow is standing against the grass.,The animal standing against the grass is a cow.,A cow. 3. 4. 5. 6. 7. 8
n508641,/content/drive/MyDrive/mmml_project/gqa_images/n508641.png,On which side of the photo is the catcher?,left,The catcher is on the left of the image.,The catcher is on the left side of the photo.,On the left side of the photo?  On the right side of the photo?  On
n429961,/content/drive/MyDrive/mmml_project/gqa_images/n429961.png,What is in the basket?,broccoli,The broccoli is in the basket.,"The basket contains broccoli and possibly eggplant, as well as other vegetables displayed on the table, including cauliflower, red cabbage, and organic okra.","Broccoli and Brussel Sprouts.
- Broccoli and Brussel Sprouts."
n141939,/content/drive/MyDrive/mmml_project/gqa_images/n141939.png,What is the sink on?,countertop,The sink is on the counter top.,"The sink in the image appears to be a modern, vessel-style sink that is mounted on a wooden shelf. This type of sink is typically placed on top of a counter or support structure, allowing for an aesthetic and functional design in the bathroom. The overall design of the bathroom features a minimalist and contemporary style.",a wooden board?  Yes No. 2. 3. 4. 5.
n119944,/content/drive/MyDrive/mmml_project/gqa_images/n119944.png,Do the baskets that are not empty look colorful?,yes,"Yes, the baskets are colorful.","Yes, the baskets that are shown appear to be colorful, with some in bright shades like blue and green.",Yes.  No.  Yes.  No.  Yes.  No.  Yes.
n432591,/content/drive/MyDrive/mmml_project/gqa_images/n432591.png,Is there any bed or table that is not dark brown?,no,"No, there is a bed but it is dark brown.","In the image, the bed frame and side table appear to be dark brown. If you are looking for alternatives, there are many bed and table options available in various colors, such as white, light wood, black, or even painted finishes. You can find furniture in a range of materials and styles to suit different preferences.","Answer: No.
Answer: No.
Answer: No.
Answer: No."
n433692,/content/drive/MyDrive/mmml_project/gqa_images/n433692.png,Which kind of device is to the left of the lamp?,laptop,The device is a laptop.,"To the left of the lamp, there appears to be a computer keyboard and possibly a mouse on the glass desk.",a computer?  Yes.  A computer is to the left of the lamp.  The computer
n119944,/content/drive/MyDrive/mmml_project/gqa_images/n119944.png,Does the man appear to be sitting?,no,"No, the man is standing.","Yes, the man appears to be sitting on a bench.","Yes.
Does the woman appear to be sitting? Yes.
Does the child appear to be"
n276011,/content/drive/MyDrive/mmml_project/gqa_images/n276011.png,What is located on top of the table?,flowers,The flowers are on top of the table.,"On top of the table, there are floral arrangements with a variety of roses in red, pink, and yellow. Additionally, there are blue napkins, glasses, and likely some utensils set up for dining.","flowers, candles, and wine glasses?

Yes. There are flowers, candles, and wine"
n283587,/content/drive/MyDrive/mmml_project/gqa_images/n283587.png,Does the side table that is not big look wooden and long?,no,"No, the side table is wooden but short.","The side table in the image looks rectangular and is placed near the couch. It has a wooden appearance and appears to be of moderate size, not too big or small. The design and material give it a classic look suitable for the living space.",Yes. No. Answer: No. Answer: Yes. Answer: No. Answer: Yes.
